HumanEval_ID,Name,FunctionCall,Predicted,Actual,Matched,Distance,Match
HumanEval/1,separate_paren_groups,"('(()()) ((())) () ((())()())',)","[14, 15, 16, 18, 19, 20, 21, 18, 19, 20, 21, 18, 22, 23, 24, 18, 22, 23, 24, 26, 27, 28, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 20, 21, 18, 22, 23, 24, 18, 22, 23, 24, 18, 22, 23, 24, 26, 27, 28, 18, 19, 20, 21, 18, 22, 23, 24, 26, 27, 28, 18, 19, 20, 21, 18, 19, 20, 21, 18, 22, 23, 24, 18, 22, 23, 24, 18, 19, 20, 21, 18, 19, 20, 21, 18, 22, 23, 24, 18, 22, 23, 24, 26, 27, 28, 30]","[14, 15, 16, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 27, 28, 18, 19, 22, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 27, 28, 18, 19, 22, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 27, 28, 18, 19, 22, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 20, 21, 18, 19, 22, 23, 24, 26, 18, 19, 22, 23, 24, 26, 27, 28, 18, 30]",False,0.31650893796004204,False
HumanEval/10,make_palindrome,'x',"[22, 25, 27, 6, 30]","[22, 25, 27, 6, 30]",False,1.0,True
HumanEval/10,make_palindrome,'jerry',"[22, 25, 27, 6, 28, 27, 6, 28, 27, 6, 28, 27, 6, 28, 27, 6, 30]","[22, 25, 27, 6, 28, 27, 6, 28, 27, 6, 28, 27, 6, 28, 27, 6, 30]",False,1.0,True
HumanEval/10,make_palindrome,'xyx',"[22, 25, 27, 6, 30]","[22, 25, 27, 6, 30]",False,1.0,True
HumanEval/10,make_palindrome,'xyz',"[22, 25, 27, 6, 28, 27, 6, 28, 27, 6, 30]","[22, 25, 27, 6, 28, 27, 6, 28, 27, 6, 30]",False,1.0,True
HumanEval/10,make_palindrome,'',"[22, 23]","[22, 23]",False,1.0,True
HumanEval/100,make_a_pile,"(3,)",[18],"[18, 18, 18, 18, 18]",False,0.30434782608695654,False
HumanEval/100,make_a_pile,"(4,)",[18],"[18, 18, 18, 18, 18, 18]",False,0.25925925925925924,False
HumanEval/100,make_a_pile,"(5,)",[18],"[18, 18, 18, 18, 18, 18, 18]",False,0.22580645161290322,False
HumanEval/100,make_a_pile,"(6,)",[18],"[18, 18, 18, 18, 18, 18, 18, 18]",False,0.2,False
HumanEval/100,make_a_pile,"(8,)",[18],"[18, 18, 18, 18, 18, 18, 18, 18, 18, 18]",False,0.16279069767441862,False
HumanEval/101,words_string,"""One, two, three, four, five, six""","[13, 16, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 20, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 20, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 20, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 20, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 24, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 24, 25]",False,0.4078762306610408,False
HumanEval/101,words_string,"""""","[13, 14]","[13, 14]",False,1.0,True
HumanEval/101,words_string,"""One,, two, three, four, five, six,""","[13, 16, 18, 19, 20, 18, 19, 20, 18, 21, 22, 18, 19, 20, 18, 21, 22, 18, 21, 22, 18, 21, 22, 18, 19, 20, 18, 21, 22, 18, 21, 22, 18, 21, 22, 18, 19, 20, 18, 19, 20, 24, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 24, 25]",False,0.09015025041736227,False
HumanEval/101,words_string,"""Hi, my name""","[13, 16, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 19, 21, 22, 18, 24, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 24, 25]",False,0.2017291066282421,False
HumanEval/101,words_string,"""ahmed     , gamal""","[13, 16, 18, 19, 22, 19, 22, 19, 22, 19, 22, 19, 22, 19, 22, 19, 22, 19, 22, 19, 22, 19, 22, 19, 20, 19, 22, 19, 22, 19, 22, 19, 22, 19, 22, 24, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 24, 25]",False,0.22911051212938005,False
HumanEval/101,words_string,"""Hi, my name is John""","[13, 16, 18, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 19, 21, 22, 24, 25]","[13, 16, 18, 19, 22, 18, 19, 22, 18, 19, 20, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 19, 22, 18, 24, 25]",False,0.11180124223602485,False
HumanEval/102,choose_num,"7, 7","[13, 15, 17, 18]","[13, 15, 17, 18]",False,1.0,True
HumanEval/102,choose_num,"33, 12354","[13, 15, 16]","[13, 15, 16]",False,1.0,True
HumanEval/102,choose_num,"5234, 5233","[13, 14]","[13, 14]",False,1.0,True
HumanEval/102,choose_num,"6, 29","[13, 15, 17, 19]","[13, 15, 17, 19]",False,1.0,True
HumanEval/102,choose_num,"27, 10","[13, 14]","[13, 14]",False,1.0,True
HumanEval/102,choose_num,"546, 546","[13, 15, 16]","[13, 15, 16]",False,1.0,True
HumanEval/102,choose_num,"13, 12","[13, 14]","[13, 14]",False,1.0,True
HumanEval/102,choose_num,"12, 15","[13, 15, 17, 19]","[13, 15, 17, 19]",False,1.0,True
HumanEval/103,rounded_avg,"1, 5","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]",False,1.0,True
HumanEval/103,rounded_avg,"7, 13","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]",False,1.0,True
HumanEval/103,rounded_avg,"964,977","[15, 17, 18, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 20]","[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]",False,0.7093596059113301,False
HumanEval/103,rounded_avg,"996,997","[15, 17, 18, 19, 18, 19, 18, 20]","[15, 17, 18, 19, 18, 19, 18, 20]",False,1.0,True
HumanEval/103,rounded_avg,"197,233",[20],"[15, 17, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 19, 18, 20]",False,0.022222222222222223,False
HumanEval/103,rounded_avg,"7, 5","[15, 16]","[15, 16]",False,1.0,True
HumanEval/103,rounded_avg,"5, 1","[15, 16]","[15, 16]",False,1.0,True
HumanEval/103,rounded_avg,"5, 5","[15, 17, 18, 19, 18, 20]","[15, 17, 18, 19, 18, 20]",False,1.0,True
HumanEval/104,unique_digits,"[12345, 2033, 111, 151]","[16, 17, 18, 17, 18, 17, 18, 19, 17, 18, 19, 17, 20]","[16, 17, 18, 18, 18, 17, 18, 18, 17, 18, 18, 18, 18, 18, 19, 17, 18, 18, 18, 18, 18, 19, 17, 20]",False,0.7006802721088435,False
HumanEval/104,unique_digits,"[15, 33, 1422, 1]","[16, 17, 18, 19, 17, 18, 19, 17, 18, 17, 18, 19, 17, 20]","[16, 17, 18, 18, 18, 18, 19, 17, 18, 18, 18, 18, 19, 17, 18, 18, 18, 17, 18, 18, 18, 19, 17, 20]",False,0.7350993377483444,False
HumanEval/104,unique_digits,"[152, 323, 1422, 10]","[16, 17, 18, 17, 18, 19, 17, 18, 17, 18, 17, 20]","[16, 17, 18, 18, 18, 18, 17, 18, 18, 18, 17, 18, 18, 18, 17, 18, 18, 18, 17, 20]",False,0.6771653543307087,False
HumanEval/104,unique_digits,"[135, 103, 31]","[16, 17, 18, 19, 17, 18, 19, 17, 18, 19, 20]","[16, 17, 18, 18, 18, 18, 18, 19, 17, 18, 18, 18, 17, 18, 18, 18, 18, 19, 17, 20]",False,0.6991869918699187,False
HumanEval/105,by_length,"[2, 1, 1, 4, 5, 8, 2, 3]","[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 44]",False,0.9587301587301588,False
HumanEval/105,by_length,"[1, -1 , 55]","[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 39, 40, 41, 39, 40, 41, 42, 43, 39, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 40, 41, 42, 43, 39, 40, 41, 39, 40, 41, 42, 43, 39, 44]",False,0.9771689497716894,False
HumanEval/105,by_length,"[1, -1, 3, 2]","[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 42, 43, 39, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 40, 41, 42, 43, 39, 44]",False,0.9779735682819384,False
HumanEval/105,by_length,"[9, 4, 8]","[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 40, 41, 39, 40, 41, 39, 40, 41, 39, 44]",False,0.9732620320855615,False
HumanEval/105,by_length,[],"[26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 44]","[27, 28, 29, 30, 31, 32, 33, 34, 35, 26, 37, 38, 39, 44]",False,0.9565217391304348,False
HumanEval/106,f,5,"[13, 14, 15, 19, 20, 21, 22, 14, 15, 16, 17, 18, 14, 15, 19, 20, 21, 22, 14, 15, 16, 17, 18, 14, 15, 19, 20, 21, 22, 14, 23]","[13, 14, 15, 20, 21, 21, 22, 14, 15, 16, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 22, 14, 15, 16, 17, 17, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 21, 21, 22, 14, 23]",False,0.511864406779661,False
HumanEval/106,f,7,"[13, 14, 15, 19, 20, 21, 22, 15, 16, 17, 18, 15, 19, 20, 21, 22, 15, 16, 17, 18, 15, 19, 20, 21, 22, 15, 16, 17, 18, 15, 19, 20, 21, 22, 23]","[13, 14, 15, 20, 21, 21, 22, 14, 15, 16, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 22, 14, 15, 16, 17, 17, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 21, 21, 22, 14, 15, 16, 17, 17, 17, 17, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 21, 21, 21, 21, 22, 14, 23]",False,0.22580645161290322,False
HumanEval/106,f,1,"[13, 14, 15, 19, 20, 21, 22, 14, 23]","[13, 14, 15, 20, 21, 21, 22, 14, 23]",False,0.9577464788732394,False
HumanEval/106,f,3,"[13, 14, 15, 19, 20, 21, 22, 14, 15, 16, 17, 18, 14, 15, 19, 20, 21, 22, 14, 23]","[13, 14, 15, 20, 21, 21, 22, 14, 15, 16, 17, 17, 17, 18, 14, 15, 20, 21, 21, 21, 21, 22, 14, 23]",False,0.8742857142857143,False
HumanEval/107,even_odd_palindrome,3,"[30, 31, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 38]",False,0.8639455782312925,False
HumanEval/107,even_odd_palindrome,9,"[30, 31, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 33, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 38]",False,0.662269129287599,False
HumanEval/107,even_odd_palindrome,19,"[30, 31, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 33, 34, 28, 35, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 34, 36, 28, 33, 34, 28, 36, 33, 38]",False,0.5020188425302826,False
HumanEval/107,even_odd_palindrome,1,"[30, 31, 33, 34, 27, 28, 35, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 38]",False,0.8208955223880597,False
HumanEval/107,even_odd_palindrome,12,"[30, 31, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 33, 34, 27, 28, 35, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 34, 36, 28, 33, 34, 28, 35, 33, 34, 36, 28, 33, 38]",False,0.6233009708737864,False
