,HumanEval_ID,Name,FunctionCall,Predicted,Actual,Matched,Distance
10,HumanEval/107,even_odd_palindrome,3,"[30, 31, 33, 34, 27, 28, 35, 33, 34, 36, 27, 28, 37, 33, 34, 27, 28, 35, 33, 38]","[27, 30, 31, 33, 34, 28, 35, 33, 34, 36, 28, 37, 33, 34, 28, 35, 33, 38]",False,0.8940397350993378
11,HumanEval/108,count_nums,"[-1, -2, 0]","[20, 15, 16, 17, 18, 19, 15, 16, 17, 18, 19, 15, 17, 18, 19, 20]","[14, 20, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 15, 16, 17, 17, 17, 18, 19, 20, 20, 20, 20]",False,0.3879781420765027
12,HumanEval/109,move_one_ball,"[4, 3, 1, 2]","[31, 33, 34, 36, 37, 38, 39, 40, 39, 40, 39, 40, 39, 41]","[31, 33, 34, 36, 37, 38, 39, 40, 39, 40, 39, 40, 41]",False,0.9626168224299064
13,HumanEval/11,string_xor,"('1', '1')","[18, 13, 14, 18]","[12, 18, 18, 13, 14, 18]",False,0.7948717948717948
14,HumanEval/110,exchange,"[3, 2, 6, 1, 8, 9], [3, 5, 5, 1, 1, 1]","[17, 18, 19, 20, 21, 19, 20, 19, 20, 19, 20, 21, 19, 20, 19, 20, 21, 19, 22, 23, 22, 23, 22, 23, 22, 23, 22, 23, 22, 25, 27]","[17, 18, 19, 20, 21, 19, 20, 19, 20, 19, 20, 21, 19, 20, 19, 20, 21, 19, 22, 23, 22, 23, 22, 23, 22, 23, 22, 23, 22, 23, 22, 25, 27]",False,0.9686274509803922
15,HumanEval/111,histogram,'a b b a',"[17, 18, 19, 21, 22, 23, 21, 22, 21, 22, 21, 22, 24, 25, 26, 28, 25, 26, 28, 25, 26, 28, 25, 26, 28, 29]","[17, 18, 19, 21, 22, 23, 21, 22, 21, 22, 21, 22, 21, 24, 25, 26, 28, 25, 26, 28, 25, 26, 28, 25, 26, 28, 25, 29]",False,0.9627906976744186
16,HumanEval/112,reverse_delete,"('abcdedcba', '')","[15, 16]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16]",False,0.2727272727272727
17,HumanEval/113,odd_count,['1234567'],"[16, 17, 18, 19, 20]","[16, 17, 18, 18, 18, 18, 18, 18, 18, 18, 18, 19, 17, 20]",False,0.52
18,HumanEval/114,minSubArraySum,"[1, -1]","[12, 13, 14, 15, 16, 17, 18, 14, 15, 16, 18, 19, 21, 22]","[12, 13, 14, 15, 16, 17, 18, 14, 15, 16, 18, 14, 19, 21, 22]",False,0.9652173913043478
19,HumanEval/115,max_fill,"([[1, 1, 1, 1], [1, 1, 1, 1]], 9)","[4, 39]","[4, 5, 39, 39, 39, 39]",False,0.4642857142857143
20,HumanEval/116,sort_array,"([1, 5, 2, 3, 4],)",[15],"[15, 15, 15, 15, 15, 15]",False,0.2592592592592592
21,HumanEval/117,select_words,"""simple white space"", 2","[17, 18, 19, 20, 21, 22, 20, 21, 22, 20, 21, 22, 20, 21, 20, 21, 23, 18, 19, 20, 21, 22, 20, 21, 22, 20, 21, 20, 21, 23, 18, 19, 20, 21, 22, 20, 21, 22, 20, 21, 20, 21, 23, 18, 25]","[17, 18, 19, 20, 21, 22, 20, 21, 20, 21, 22, 20, 21, 22, 20, 21, 22, 20, 21, 20, 23, 18, 19, 20, 21, 22, 20, 21, 22, 20, 21, 20, 21, 22, 20, 21, 20, 23, 18, 19, 20, 21, 22, 20, 21, 22, 20, 21, 20, 21, 22, 20, 21, 20, 23, 18, 25]",False,0.742014742014742
22,HumanEval/118,get_closest_vowel,"""easy""","[19, 22, 23, 24, 23, 24, 25, 26]","[19, 22, 23, 24, 23, 24, 25, 23, 27]",False,0.9253731343283582
23,HumanEval/119,match_parens,"(['(()(', '()))()'],)","[30, 31, 32, 20, 21, 22, 23, 21, 22, 23, 21, 22, 23, 21, 22, 23, 21, 24, 25, 21, 24, 25, 21, 24, 25, 21, 24, 25, 21, 22, 23, 21, 24, 25, 21, 28, 32]","[19, 30, 31, 32, 20, 21, 22, 23, 26, 21, 22, 23, 26, 21, 22, 25, 26, 21, 22, 23, 26, 21, 22, 23, 26, 21, 22, 25, 26, 21, 22, 25, 26, 21, 22, 25, 26, 21, 22, 23, 26, 21, 22, 25, 26, 21, 28]",False,0.2328358208955223
24,HumanEval/12,longest,"['x', 'yyy', 'zzzz', 'www', 'kkkk', 'abc']","[16, 19, 20, 21, 20, 21, 20, 21, 20, 22]","[16, 19, 19, 19, 19, 19, 19, 19, 19, 20, 21, 20, 21, 20, 21, 22]",False,0.6893203883495146
25,HumanEval/120,maximum,"[-3, -4, 5], 3","[29, 31, 32, 33]","[29, 31, 32, 33]",True,1.0
26,HumanEval/121,solution,"([30, 13, 24, 321],)",[13],"[13, 13, 13, 13, 13, 13]",False,0.2592592592592592
27,HumanEval/122,add_elements,"([1, None, None, 41, 57, 76, 87, 88, 99], 3)",[18],"[18, 18, 18, 18, 18]",False,0.3043478260869565
28,HumanEval/123,get_odd_collatz,5,"[21, 24, 25, 26, 29, 31, 25, 26, 27, 31, 25, 26, 27, 31, 25, 26, 27, 31, 25, 26, 27, 31, 25, 26, 27, 31, 32, 25, 34]","[21, 24, 25, 26, 29, 31, 25, 26, 27, 31, 25, 26, 27, 31, 25, 26, 27, 31, 25, 26, 27, 31, 32, 25, 34]",False,0.9255813953488372
29,HumanEval/124,valid_date,'04-0-2040',"[24, 25, 26, 27, 28, 30, 32, 33]","[24, 25, 26, 27, 28, 30, 32, 33]",True,1.0
30,HumanEval/125,split_words,"""aaaBb""","[14, 16, 18, 19]","[14, 16, 19, 19, 19, 19, 19, 19, 19]",False,0.5882352941176471
31,HumanEval/126,is_sorted,"[1, 2, 3, 4]","[20, 21, 22, 21, 22, 21, 22, 21, 22, 23, 25, 26]","[20, 20, 20, 20, 20, 20, 21, 22, 21, 22, 21, 22, 21, 22, 21, 23, 23, 23, 23, 23, 23, 25, 25, 25, 25, 25, 26]",False,0.6129032258064516
32,HumanEval/127,intersection,"((1, 2), (1, 2))","[34, 35, 36, 37, 25, 26, 39]","[24, 34, 35, 36, 37, 25, 26, 39]",False,0.9322033898305084
33,HumanEval/128,prod_signs,"([],)",[16],[16],True,1.0
34,HumanEval/129,minPath,"[[1, 2], [3, 4]], 10","[34, 35, 36, 37, 38, 39, 40, 43, 46, 47, 49, 50, 52, 37, 38, 37, 38, 36, 55, 56, 57, 55, 56, 58, 59, 55, 56, 57, 55, 56, 58, 59, 55, 56, 57, 55, 56, 58, 59, 55, 56, 57, 55, 56, 58, 59, 60]","[34, 35, 36, 37, 38, 39, 40, 43, 46, 47, 49, 50, 52, 37, 38, 37, 36, 37, 38, 37, 38, 37, 36, 54, 55, 56, 57, 55, 56, 59, 55, 56, 57, 55, 56, 59, 55, 56, 57, 55, 56, 59, 55, 56, 57, 55, 56, 59, 55, 56, 57, 55, 56, 59, 55, 60]",False,0.3454987834549878
35,HumanEval/13,greatest_common_divisor,"(144, 60)","[12, 13, 12, 13, 12, 13, 12, 14]","[12, 13, 12, 13, 12, 13, 12, 14]",True,1.0
36,HumanEval/130,tri,8,"[21, 23, 24, 25, 26, 24, 25, 28, 24, 25, 26, 24, 25, 28, 24, 25, 26, 24, 25, 28, 24, 25, 26, 24, 29]","[21, 23, 24, 25, 26, 24, 25, 28, 24, 25, 26, 24, 25, 28, 24, 25, 26, 24, 25, 28, 24, 25, 26, 24, 29]",True,1.0
37,HumanEval/131,digits,5,"[12, 13, 14, 15, 16, 17, 18, 14, 19, 22]","[12, 13, 14, 15, 16, 17, 18, 14, 19, 22]",True,1.0
38,HumanEval/132,is_nested,']]]]]]]]',"[17, 18, 19, 20, 22, 23, 19, 20, 22, 23, 19, 20, 22, 23, 19, 20, 22, 23, 19, 20, 22, 23, 19, 20, 22, 23, 19, 20, 22, 23, 19, 20, 22, 23, 24, 25, 26, 27, 28, 32]","[17, 18, 19, 20, 23, 19, 20, 23, 19, 20, 23, 19, 20, 23, 19, 20, 23, 19, 20, 23, 19, 20, 23, 19, 20, 23, 19, 24, 25, 26, 27, 28, 32]",False,0.2955326460481099
39,HumanEval/133,sum_squares,[-1],"[18, 19, 20, 21, 20, 22]","[18, 19, 20, 21, 20, 22]",True,1.0
40,HumanEval/134,check_if_last_char_is_a_letter,"('Pumpkin pie ',)","[18, 19]","[18, 19]",True,1.0
41,HumanEval/135,can_arrange,"[4,8,5,7,3]","[14, 15, 16, 17, 19, 16, 17, 18, 19, 16, 17, 19, 16, 17, 18, 19, 16, 20]","[14, 15, 16, 17, 19, 16, 17, 18, 19, 16, 17, 19, 16, 17, 18, 19, 16, 20]",True,1.0
42,HumanEval/136,largest_smallest_integers,"([],)","[16, 17, 18]","[16, 17, 18]",True,1.0
43,HumanEval/137,compare_one,"""1"", ""2""","[16, 17, 18, 19, 20]","[16, 17, 18, 19, 20]",True,1.0
44,HumanEval/138,is_equal_to_sum_even,"(6,)",[11],[11],True,1.0
45,HumanEval/139,special_factorial,5,"[16, 17, 18, 19, 20, 18, 19, 20, 18, 19, 20, 18, 19, 20, 18, 19, 20, 18, 21]","[16, 17, 18, 19, 20, 18, 19, 20, 18, 19, 20, 18, 19, 20, 18, 19, 20, 18, 21]",True,1.0
46,HumanEval/14,all_prefixes,'asdfgh',"[11, 13, 14, 13, 14, 13, 14, 13, 14, 13, 14, 13, 14, 15]","[11, 13, 14, 13, 14, 13, 14, 13, 14, 13, 14, 13, 14, 13, 15]",False,0.9652173913043478
47,HumanEval/140,fix_spaces,"""Exa   mple""","[15, 16, 17, 18, 19, 26, 27, 28, 29, 18, 19, 26, 27, 28, 29, 18, 19, 26, 27, 28, 29, 18, 19, 20, 29, 18, 19, 20, 29, 18, 19, 20, 29, 18, 19, 22, 23, 28, 29, 18, 19, 26, 27, 28, 29, 18, 19, 26, 27, 28, 29, 18, 30, 32,34]","[15, 16, 17, 18, 19, 22, 24, 27, 28, 29, 18, 19, 22, 24, 27, 28, 29, 18, 19, 22, 24, 27, 28, 29, 18, 19, 20, 29, 18, 19, 20, 29, 18, 19, 20, 29, 18, 19, 22, 23, 28, 29, 18, 19, 22, 24, 27, 28, 29, 18, 19, 22, 24, 27, 28, 29, 18, 19, 22, 24, 27, 28, 29, 18, 30, 32, 34]",False,0.0987654320987654
48,HumanEval/141,file_name_check,'Is3youfault.txt',"[18, 19, 20, 22, 24, 26, 28, 29, 31]","[18, 19, 20, 22, 24, 26, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 29, 31]",False,0.5966386554621849
49,HumanEval/142,sum_squares,"[1,2,3]","[17, 18, 19, 20, 18, 19, 21, 24, 18, 19, 21, 24, 18, 25]","[17, 18, 19, 20, 18, 19, 21, 24, 18, 19, 21, 24, 18, 25]",True,1.0
50,HumanEval/143,words_in_sentence,"""here""","[24, 25, 26, 27, 29, 30, 31, 29, 30, 29, 32, 25, 34]","[24, 25, 26, 27, 29, 30, 31, 29, 30, 29, 32, 25, 34]",True,1.0
51,HumanEval/144,simplify,"""5/2"", ""3/5""","[16, 17, 18, 19, 20, 22]","[16, 17, 18, 19, 20, 22]",True,1.0
52,HumanEval/145,order_by_points,"[1234,423,463,145,2,423,423,53,6,37,3457,3,56,0,46]","[21, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 16, 17, 18, 19, 20, 21]","[15, 21, 16, 17, 18, 18, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 19, 20, 16, 17, 18, 18, 18, 18, 19, 20]",False,0.0047904191616766
53,HumanEval/146,specialFilter,"[33, -2, -3, 45, 21, 109]","[13, 14, 15, 16, 17, 18, 19, 14, 15, 14, 15, 14, 15, 16, 17, 18, 14, 15, 16, 17, 18, 14, 15, 16, 17, 18, 19, 14, 21]","[13, 14, 15, 16, 17, 18, 19, 14, 15, 14, 15, 14, 15, 16, 17, 18, 14, 15, 16, 17, 18, 14, 15, 16, 17, 18, 19, 14, 21]",True,1.0
54,HumanEval/147,get_max_triples,5,"[18, 19, 20, 21, 22, 23, 22, 23, 22, 23, 21, 22, 23, 24, 22, 23, 21, 22, 23, 20, 21, 22, 23, 22, 23, 21, 22, 23, 20, 21, 22, 23, 20, 21, 20, 25]","[18, 18, 18, 18, 18, 18, 18, 19, 20, 21, 22, 23, 22, 23, 22, 23, 22, 21, 22, 23, 24, 22, 23, 22, 21, 22, 23, 22, 21, 22, 21, 20, 21, 22, 23, 22, 23, 22, 21, 22, 23, 22, 21, 22, 21, 20, 21, 22, 23, 22, 21, 22, 21, 20, 21, 22, 21, 20, 21, 20, 25]",False,0.4289405684754522
55,HumanEval/148,bf,"""Earth"", ""Mercury""","[20, 21, 23, 24, 25, 28]","[20, 21, 23, 24, 25, 28]",True,1.0
56,HumanEval/149,sorted_list_sum,"['aaaa', 'bbbb', 'dd', 'cc']","[19, 20, 21, 22, 23, 21, 22, 23, 21, 22, 23, 21, 22, 23, 21, 24]","[19, 20, 21, 22, 23, 21, 22, 23, 21, 22, 23, 21, 22, 23, 21, 24]",True,1.0
57,HumanEval/15,string_sequence,"(0,)",[12],"[12, 12, 12]",False,0.4666666666666667
58,HumanEval/150,x_or_y,"6, 34, 1234","[13, 15, 16, 17]","[13, 15, 16, 17]",True,1.0
59,HumanEval/151,double_the_difference,"([0.1, 0.2, 0.3],)",[16],"[16, 16, 16, 16, 16]",False,0.3043478260869565
60,HumanEval/152,compare,"([0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0])",[19],"[19, 19, 19, 19, 19, 19, 19, 19]",False,0.2
61,HumanEval/153,Strongest_Extension,"'finNNalLLly', ['Die', 'NowW', 'Wow', 'WoW']","[21, 22, 23, 24, 25, 23, 24, 25, 26, 27, 23, 24, 25, 23, 24, 25, 26, 27, 23, 29, 30]","[21, 22, 22, 22, 22, 22, 22, 22, 22, 22, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 26, 27, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 26, 27, 23, 29, 30]",False,0.4985074626865671
62,HumanEval/154,cycpattern_check,"""abab"",""aabb""","[14, 15, 16, 17, 18, 17, 18, 17, 18, 17, 18, 17, 18, 16, 20]","[14, 15, 16, 17, 18, 17, 18, 17, 18, 17, 18, 17, 18, 17, 16, 20]",False,0.967479674796748
63,HumanEval/155,even_odd_count,-78,"[11, 12, 13, 14, 17, 13, 14, 15, 18]","[11, 12, 13, 14, 17, 13, 14, 15, 13, 18]",False,0.9466666666666668
64,HumanEval/156,int_to_mini_roman,900,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 21, 28]","[15, 17, 19, 20, 21, 22, 23, 24, 27, 21, 22, 23, 24, 25, 26, 24, 27, 21, 28]",False,0.762962962962963
65,HumanEval/157,right_angle_triangle,"(1, 2, 3)",[14],[14],True,1.0
66,HumanEval/158,find_max,"(['name', 'of', 'string'],)",[14],"[14, 14, 14, 14]",False,0.3684210526315789
67,HumanEval/159,eat,"(5, 6, 10)","[33, 34]","[33, 34]",True,1.0
68,HumanEval/16,count_distinct_characters,"('Jerry jERRY JeRRRY',)",[12],[12],True,1.0
69,HumanEval/160,do_algebra,"['**', '*', '+'], [2, 3, 4, 5]","[29, 30, 31, 30, 31, 30, 31, 30, 32]","[29, 30, 31, 30, 31, 30, 31, 30, 32, 1]",False,0.9594594594594594
70,HumanEval/161,solve,"""#a@C""","[15, 16, 17, 18, 19, 22, 18, 19, 20, 21, 22, 18, 19, 22, 18, 19, 20, 21, 22, 23, 24, 25, 24, 25, 24, 25, 24, 25, 26, 28]","[15, 16, 17, 18, 19, 22, 18, 19, 20, 21, 22, 18, 19, 22, 18, 19, 20, 21, 22, 18, 23, 24, 25, 24, 25, 24, 25, 24, 25, 24, 26, 28]",False,0.9676113360323888
71,HumanEval/162,string_to_md5,"('Hello world',)","[11, 12]","[11, 12]",True,1.0
72,HumanEval/163,generate_integers,"(2, 10)","[14, 15, 17]","[14, 15, 17, 17, 17, 17, 17, 17, 17, 17, 17]",False,0.4181818181818181
73,HumanEval/17,parse_music,"('o| o| .| .| o o o o',)","[19, 20]","[19, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20]",False,0.2941176470588235
74,HumanEval/18,how_many_times,"'john doe', 'john'","[14, 16, 17, 18, 16, 17, 16, 17, 16, 17, 16, 17, 20]","[14, 16, 17, 18, 16, 17, 16, 17, 16, 17, 16, 17, 16, 20]",False,0.9626168224299064
75,HumanEval/19,sort_numbers,'five zero four seven nine eight',"[13, 25]","[14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 13, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]",False,0.1401869158878504
76,HumanEval/2,truncate_number,"(3.5,)",[14],[14],True,1.0
77,HumanEval/20,find_closest_elements,"[1.1, 2.2, 3.1, 4.1, 5.1]","[14, 15, 17, 18, 19, 20, 21, 22, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 17, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 17, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 17, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 17, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 17, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 18, 19, 23, 24, 25, 29]","[14, 15, 17, 18, 19, 18, 19, 20, 21, 22, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 17, 18, 19, 20, 24, 25, 18, 19, 18, 19, 20, 24, 25, 26, 27, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 17, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 19, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 17, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 19, 18, 19, 20, 24, 25, 18, 17, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 19, 20, 24, 25, 18, 19, 18, 17, 29]",False,0.2338787295476419
78,HumanEval/21,rescale_to_unit,"([2.0, 49.9],)","[12, 13, 14]","[12, 13, 14, 14, 14, 14]",False,0.6571428571428571
79,HumanEval/22,filter_integers,"([4, {}, [], 23.2, 9, 'adasd'],)","[13, 13, 13, 13, 13, 13, 13]","[13, 13, 13, 13, 13, 13, 13, 13]",False,0.9322033898305084
80,HumanEval/23,strlen,"('',)",[12],[12],True,1.0
81,HumanEval/24,largest_divisor,"(100,)","[10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 12]","[10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 10, 11, 12]",False,0.7129186602870813
82,HumanEval/25,factorize,3 * 19 * 3 * 19 * 3 * 19,"[20, 21, 25]","[17, 18, 19, 20, 21, 25, 20, 21, 22, 23, 20, 21, 22, 23, 20, 21, 22, 23, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 25, 20, 21, 22, 23, 20, 21, 22, 23, 20, 27, 28, 29]",False,0.0712074303405572
83,HumanEval/26,remove_duplicates,"([1, 2, 3, 2, 4, 3, 5],)","[12, 13, 14]","[12, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14]",False,0.4181818181818181
84,HumanEval/27,flip_case,"('',)",[10],[10],True,1.0
85,HumanEval/28,concatenate,"([],)",[13],[13],True,1.0
86,HumanEval/29,filter_by_prefix,"(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx')","[13, 13, 13, 13, 13, 13]","[13, 13, 13, 13, 13, 13, 13, 13]",False,0.8545454545454545
87,HumanEval/3,below_zero,"[1, -2, 2, -2, 5, -5, 4, -4]","[15, 17, 18, 19, 17, 18, 19, 20]","[15, 17, 18, 19, 17, 18, 19, 20]",True,1.0
88,HumanEval/30,get_positive,"([],)",[12],"[12, 12]",False,0.6363636363636364
89,HumanEval/31,is_prime,1,"[22, 23]","[22, 23]",True,1.0
90,HumanEval/33,sort_third,"([5, 8, 3, 4, 6, 9, 2],)","[14, 15, 16]","[14, 15, 16]",True,1.0
91,HumanEval/34,unique,"([5, 3, 5, 2, 3, 3, 9, 0, 123],)",[10],[10],True,1.0
